title,intro,category,comp_name,comp_addr,role,requirement,preferred,due,tech_stack,welfare,procedure
[랜드업] 프론트엔드 개발자,엘 디씨 프롭 테크 기업 기술 부동산 개발 혁신 목표 당사 빅데이터 부동산 개발 사업 검토 자동화 솔루션 랜드 업 제공 기술 혁신 엘 디씨 최신 기술 활용 부동산 개발 효율 대화 데이터 중심 빅데이터 통해 부동산 개발 사업 검토 의사 결정 지원 근무 환경 자율 출근 제 재택근무 통해 직원 최상 성과 낼 지원 프론트엔드 개발자 로서 혁신 프로젝트 참여 기술 한계 열정 분 지원 L DCCo Ltd AI LanDup,프론트엔드 개발자,엘엔디씨,"서울 서울시 구로구 디지털로26길 123, 3층 304호 (구로동, 지플러스타워)",활용 웹 애플리케이션 개발 전역 상태 관리 라이브러리 사용 효율 상태 관리 구현 개선 위 사용자 피드백 반영 최적화 React Next.js UI/UX,전문 대졸 이상 컴퓨터 공학 전공자 프론트엔드 개발 기본 이해 경험 기본 지식 React Next.js,정부 공공 사용 경험 네이버 카카오 인증 연동 경험 카카오 맵 사용 경험 데이터 마 이닝 능력 API API,,React|TypeScript|Next.js,자율 출근 제 재택근무 가능 간식 식사 제공 별도 스톡옵션 협의 가능,코딩 테스트 면접
[장애인전형] 웹퍼블리셔,콘센트 릭스 미국 나스닥 상장 매출 직원 전 세계 여개 국가 사업 영위 기업 콘센트 릭스 한국 법인 디지털 마케팅 이커머스 컨설팅 전문 기업 콘센트 릭스 디지털 마케팅 전 영역 전략 컨설팅 웹 컨텐츠 구축 운영 분석 서비스 제공 플랫폼 기획 구축 운영 수행 대기업 전략 파트너 로서 입지 공고 뷰티 코스 메 전자 자동차 기업 협업 통해 업무 경험 역량 콘센트 릭스 수평 수직 적극 지원 UXUI END TO END E commerce Top tier,웹 퍼블리셔,콘센트릭스서비스코리아CATALYST,서울 용산구 용산 래미안,모바일 사이트 개선 운영 웹표준 웹접근성 기반 멘 마크 업 활용 적 개발 Web PC/ UI,신입 경력 무관 신입 지원 가능,리딩 경력 경력 대형 사이트 구축 운영 경력 구성원 커뮤니케이션 가능 기반 웹사이트 구축 경험 장애인 채용 시 법령 우대 AEM,,,콘센트 릭스 아래 혜택 구성원 단체 보험 질병 재해 사망 실손 보험 제공 건강검진 독감 접종 비 지원 명절 상품권 지급 고등 자녀 교육비 지원 주택 대출 이자 지원 호텔 계 할인 프로그램 전문 심리 상담 자문 서비스 야근 식대 택시 비 지원 출퇴근 용 차비 지원 직원 추천 프로그램 추천 직원 채용 시 보너스 지급 장애 직원 위 수당 지급 신규 입사 프로그램 신규 입사 온보딩 프로그램 영어 교육비 지원 연간 무제한 온라인 학습 사이트 제공 지원 신규 입사 웰컴 키트 제공 입사 주년 축하 선물 제공 승진 축하 선물 제공 각종 경조사 조금 화환 휴가 제공 장기 근속 포 상금 특별 휴가 제공 설 구정 추석 명절 휴전 연말 마지막 근무 일 조기 퇴근 매월 마지막 주 금요일 조기 퇴근 생일 월 특별 휴가 제공 For your personal life EAP Employee Assistance Program For your work life For your development OT NEO Hobby club For your special moment Family Day Refresh Day Special Day,면접 전형 처우 협의 레퍼런스 인성 검사
Digital Project Coordinator,에스 오 컴퍼니 창립 다수 국내외 제약회사 협업 컬 커뮤니케이션 디지털 마케팅 선도 마케팅 기획 컨설팅 비즈니스 기업 에스 오 컴퍼니 컬 헬 스케 분야 인 포프 러너 지식 창업 표방 의약 학 콘텐츠 중심 일 에스 오 컴퍼니 내부 제작 제약 의약 학 콘텐츠 클라이언트 디지털 내 구현 플랫폼 툴 이용 콘텐츠 게시 관리 역할 수행 기획 디자이너 개발자 고객 관계자 적극 커뮤니케이션 프로젝트 성공 진행 임 변화 디지털 마케팅 속 지식 인사이트 습득 업무 적용 SO COMPANY infopreneur Digital Project B2B,기술지원,에스오엔컴퍼니,"서울 영등포구 63로 50, 42층 (여의도동, 63빌딩)",디지털 플랫폼 숙지 관리 진행 상황 점검 테스트 이슈 해결 일정 관리 내부 기획 디자이너 팀 매니저 커뮤니케이션 고객 해외 디지털 파트너 사 마케팅 플랫폼 커뮤니케이션 디지털 플랫폼 활용 내 외부 교육 지원 사내 디지털 자산 홈페이지 관리 B2B,프로세스 수행 경험 분 프론트엔드 경험 경험 분 커뮤니케이션 협업 능력 분 영어 커뮤니케이션 분 Authoring tool Publisher Intermediate,경험 분 직접 코딩 코드 기본 검토 분 Veeva vault salesforce.com HTML,2024-12-06,Salesforce.com|HTML|JavaScript|Veeva,유연근무제 자기계발 비 지원 출퇴근 교통비 지원 캔틴 지원,지원 접수 서류 통과 차 면접 차 면접 필요 시 차 면접 진행
머신러닝 R&D 엔지니어,인공 지능 전문 회사 호두 아이 랩 서울대 공원 위치 기업 부설 연구소 보유 병역 특례 지정 업체 로서 전문 연 항시 채용 기업 분야 프로젝트 수행 호두 아이 서울대 연구실 창업 스타트업 자동 학습 보안 라벨 링 기술 보유 기술 적용 고객 제품 공급 위 개발 활동 동시 진행 국내 최고 수준 기술 보유 치 스타트업 경력 위 최적 환경 제공 엔지니어 지원 AutoML AI AI AI,머신러닝 엔지니어,호두에이아이랩,서울 관악구 서울대학교 연구공원 본관 419호,머신 러닝 연구개발 Computer vision applications NLP/LLM applications,경험 머신 러닝 연구 개발 경험 Python,요원 지원 우대 전공자 석사 이상 우대 최적화 경량 유 경험 딥 러닝 최적화 개발 AI Tensor RT CUDA C AI systems SW UI,,,근무 형태 정규직 수습 개월 협의 가능 근무 요일 주 근무 풀타임 근무 근무시간 자율 출퇴근 근무 서울대 연구 공원 급여 연봉 이상 면접 후 결정 기타 중식 석식 제공,
"Software Engineer, Data",트릴 리온 랩스 데이터 그 무엇 자산 양 데이터 확보 가공 양질 데이터 변화 통해 모델 성능 향상 기여 것 가장 근본 업무 중 하나 트릴 리온 랩스 데이터 끈기 고민 능동 모델 기여 엔지니어 연구원 We are looking for a Software Engineer to lead our Data endeavors You will own the problem of acquiring all of the available data on the internet through a large scale web crawler through data partnerships Most of our research product builds on top of the best pretrained models that we can produce which in turn rely on having the best pretraining data Successfully scaling our data corpus is critical to our continued efforts at producing the best pretrained models LLM LLM,데이터 엔지니어|소프트웨어 엔지니어,트릴리온랩스,서울 강남구 삼성동 144-19,용량 데이터 관리 위 파이프라인 구축 관리 효율 데이터 수집 위 파이프라인 구축 관리 데이터 품질 고도화 위 코드 개선 수집 활용 시스템 개발 성능 향상 데이터 구성 위 직 적극 협업 학습 활용 데이터 구체 조건 사항 정의 개선 전략 수립 Filtering Cleansing Deduplication Instruction Tuning data LLM LLM,자연어 처리 인공 지능 학과 석사 이상 상응 실무 경험 분야 논문 편찬 경험 분산 컴퓨팅 프레임워크 숙련 사용 능력 활용 이해 용량 데이터 셋 파이프라인 구축 능력 DASK SPARK SLURM K8S multi node pipeline ELT,영어 커뮤니케이션 능력 일본어 커뮤니케이션 능력 중국어 커뮤니케이션 능력 데이터 직접 경험 학습 직접 관여 경험 특별 우대 사항 활용 이상 데이터 경험 클라우드 네트워크 대규모 파이프라인 구축 경험 성능 증가 솔루션 개발 경험 Common Crawl LLM Pre training continual pre training fine tuning instruction tuning Nvidia Nemo curator ELT,,Git|Github|Linux|Python|AWS|Docker,We re a pre seed company that just got funded so we don t have much benefits other than very competitive compensation However one thing we re promoting is responsibly autonomously flexible working hours guaranteed gym hours during office hours as we believe physical mental health is the most important value to the long term success of a start up,전형 차 면접 차 면접 최종 결과
Member of the Technical Staff (Evergreen),We are hiring researchers engineers who are passionate about novel approaches to develop the next generation of foundation models with a focus on targeted multi linguality together with us We are looking for candidates who we believe have the potential to build great things people who have passions in pushing the boundaries of areas such as multi lingual AI cross lingual AI generative AI reinforcement learning Ideal candidates can demonstrate this by highlighting previous projects or publications related to AI that they are proud of showcasing For candidates with strong academic backgrounds we will be interested in your publications in venues such as NeurIPS ICLR ICML IROS ACL EMNLP NAACL CVPR ICCV ECCV or other peer reviewed journals conferences The ability to write high quality code having experience contributing to popular open source software projects will be a strong asset Important Note Trillion Labs is a scrappy startup With regards to the compute resources within Trillion Labs please understand that we don t operate hundreds of thousands of GPUs If you are used to extremely large compute e.g if you have experience working on deep learning projects at Google FAIR Stability AI expect to have access to a large pool of compute resources or also expect a professional support team for TPU/GPU clusters this is not the place for you You are expected to figure things out work with little to achieve a lot should you join We want to let you know early now to set any expectations of resources and support of such resources should you still want to join Trillion Labs as a Member of the Technical Staff Candidates will be expected to be physically based in Seoul but we will provide assistance with the Visa application process if needed This is a full time role by default but we will consider applications for year visiting researcher,DevOps / 시스템 관리자|머신러닝 엔지니어|소프트웨어 엔지니어,트릴리온랩스,서울 강남구 삼성동 144-19,Build great things with us,You may be a good fit if you Have significant software engineering experience Are results oriented with a bias towards flexibility impact Pick up slack even if it goes outside your job description Enjoy pair programming we love to pair Want to learn more about machine learning research Care about the societal impacts of your work,Strong candidates may also have experience with High performance large scale ML systems GPUs Kubernetes Pytorch or OS internals Language modeling with transformers Reinforcement learning Large scale ETL Security privacy best practice expertise Machine learning infrastructure like GPUs/TPUs as well as supporting networking infrastructure like NCCL Low level systems for example linux kernel tuning eBPF Technical expertise Quickly understanding systems design tradeoffs keeping track of rapidly evolving software systems,,Pytorch|Python|SQL|AWS|Docker|GPU|CUDA|Kubernetes|Kubeflow,We re a pre seed company that just got funded so we don t have much benefits other than very competitive compensation However one thing we re promoting is responsibly autonomously flexible working hours guaranteed gym hours during office hours as we believe physical mental health is the most important value to the long term success of a start up,
블록체인 온체인 데이터 엔지니어,글로벌 시장 압도 클라우드 기술 제공 노드 인프라 미르니 클라우드 인프라 기업 블록 체인 재단 기관 투자 대상 클라우드 효율 관리 비즈니스 블록 체인 시장 태동 형태 프로토콜 서비스 등장 노드 인프라 시장 경쟁력 기술 개발 집중 고객 사 압도 클라우드 제공 팀 소개 노드 인프라 데이터 엔지니어 팀 블록 체인 커뮤니티 의사결정 체인 데이터 툴 기획 가공 개발 탈 중앙 블록 체인 프로토콜 이해관계자 각자 목적 생태계 참여 팀 이해관계자 데이터 요구사항 파악 데이터 자동 가공 시스템 기획 실제 시스템 개발 사용자 피드백 전 과정 개발 직접 진행 팀 탈 중앙 블록 체인 프로토콜 호기심 커뮤니티 공감 팀원 구성 B2B Data Data,데이터 엔지니어|BI 엔지니어|데이터 사이언티스트,미르니,서울 관악구 서울시 관악로 12길 10,체인 데이터 기획 데이터 시각 전 과정 진행 체인 데이터 기획 예 디파이 구조 조사 체인 데이터 인덱싱 예 인덱싱 체인 데이터 가공 예 쿼리 작성 체인 데이터 시각 예 데이터 프레임워크 활용 EVM Subgraph SQL Javascript,체인 데이터 탐구 관심 사용 경험 사용 경험 SQL Javascript,노드 인프라 운영 베 체인 깊이 이해 체인 데이터 분석 경험 예 블록 체인 데이터 인덱싱 경험 최신 블록 체인 기술 금융 상품 인 센티 브 구조 리서치 경험 Dune Analytics EVM,,,연차 사용 복장 호칭 퇴직 연금 중소기업 청년 소득세 중소기업 취업 청년 전월세 보증금 대출 간식 생일 선물 명절 선물 각종 경조사 지원 리프 레시 장기 근속 휴가 조휴 출산휴가 육아휴직 지원 최신 노트북 모니터 의자 지원 고성 과자 스톡옵션 부여,
산업기능요원 병역특례 보충역(4급) 엔지니어,글로벌 시장 압도 클라우드 기술 제공 노드 인프라 미르니 클라우드 인프라 기업 블록 체인 재단 기관 투자 대상 클라우드 효율 관리 비즈니스 블록 체인 시장 태동 형태 프로토콜 서비스 등장 노드 인프라 시장 경쟁력 기술 개발 집중 고객 사 압도 클라우드 제공 팀 소개 노드 인프라 팀 미국 유럽 인도 중국 한국 국가 고객 사 직접 소통 블록 체인 클라우드 기술 개발 운영 팀 표준 클라우드 블록 체인 인프라 기술 적극 학습 활용 고객 사의 요구사항 자동화 시스템 개발 팀원 블록 체인 기술 클라우드 기술 호기심 엔지니어 구성 각 팀 특정 프로토콜 특정 기술 스택 전문성 B2B DevOps DevOps,DevOps / 시스템 관리자|서버 개발자|소프트웨어 엔지니어,미르니,서울 관악구 서울시 관악로 12길 10,고객 사 위 업무 중 특정 진행 개 이상 프로토콜 데이터 노드 운영 시스템 개발 고객 사의 효과 운영 위 시스템 고도화 개발 가용성 보안 자체 클라우드 관리 시스템 개발 프로토콜 생태계 기여 시스템 개발 리서치 DevOps Validator Service Ethereum Aptos Rollup as a Service Polygon CDK RaaS Incident Management/Security Public goods Fullnode Indexer Explorer,컴퓨터공학 학과 재학 졸업 병역 특례 병특 산업 기능 요원 보충역 급 이해 로그 분석 활용 이해 Linux OS filesystem networking,고객 영어 커뮤니케이션 역량 분산 시스템 개발 테 스팅 경험 블록 체인 컨센서스 프로토콜 코드 분석 경험 블록 체인 데이터 인덱싱 경험 최신 블록 체인 기술 금융 상품 인 센티 브 구조 리서치 경험 EVM,,,연차 사용 복장 호칭 퇴직 연금 중소기업 청년 소득세 중소기업 취업 청년 전월세 보증금 대출 간식 생일 선물 명절 선물 각종 경조사 지원 리프 레시 장기 근속 휴가 조휴 출산휴가 육아휴직 지원 최신 노트북 모니터 의자 지원 고성 과자 스톡옵션 부여,
DevOps 엔지니어,글로벌 시장 압도 클라우드 기술 제공 노드 인프라 미르니 클라우드 인프라 기업 블록 체인 재단 기관 투자 대상 클라우드 효율 관리 비즈니스 블록 체인 시장 태동 형태 프로토콜 서비스 등장 노드 인프라 시장 경쟁력 기술 개발 집중 고객 사 압도 클라우드 제공 팀 소개 노드 인프라 팀 미국 유럽 인도 중국 한국 국가 고객 사 직접 소통 블록 체인 클라우드 기술 개발 운영 팀 표준 클라우드 블록 체인 인프라 기술 적극 학습 활용 고객 사의 요구사항 자동화 시스템 개발 팀원 블록 체인 기술 클라우드 기술 호기심 엔지니어 구성 각 팀 특정 프로토콜 특정 기술 스택 전문성 B2B DevOps DevOps,DevOps / 시스템 관리자|서버 개발자|소프트웨어 엔지니어,미르니,서울 관악구 서울시 관악로 12길 10,고객 사 위 업무 중 특정 진행 개 이상 프로토콜 데이터 노드 운영 시스템 개발 고객 사의 효과 운영 위 시스템 고도화 개발 가용성 보안 자체 클라우드 관리 시스템 개발 프로토콜 생태계 기여 시스템 개발 리서치 DevOps Validator Service Ethereum Aptos Rollup as a Service Polygon CDK RaaS Incident Management/Security Public goods Fullnode Indexer Explorer,컴퓨터공학 학과 졸업 이해 로그 분석 활용 이해 Linux OS filesystem networking,고객 영어 커뮤니케이션 역량 분산 시스템 개발 테 스팅 경험 블록 체인 컨센서스 프로토콜 코드 분석 경험 블록 체인 데이터 인덱싱 경험 최신 블록 체인 기술 금융 상품 인 센티 브 구조 리서치 경험 EVM,,,연차 사용 복장 호칭 퇴직 연금 중소기업 청년 소득세 중소기업 취업 청년 전월세 보증금 대출 간식 생일 선물 명절 선물 각종 경조사 지원 리프 레시 장기 근속 휴가 조휴 출산휴가 육아휴직 지원 최신 노트북 모니터 의자 지원 고성 과자 스톡옵션 부여,
AI Engineer (전문연구요원 가능),데이터 데이터 인간 경험 혁신 위해 출발 창업 이후 기술 필요 의료 교육 엔터테인먼트 도메인 기업 공급 축적 기술 개발 역량 현재 분야 통해 해결 위해 노력 데이터 팀 도메인 발생 문제 기술 정의 해결 지향 결과 데이터 시작 고 정의 전 기술 생각 해결 방법 과감 선택 상황 리소스 모두 고려 최적 해결 책 모색 스타트업 지향 연구개발 전략 대해 고민 학문 연구 비즈니스 실질 연관 문제 해결 집중 TRANSFORM HUMAN EXPERIENCE WITH DATA AI AI AI SW CS/ Medical AI B2B VISION OF AI TEAM AI Data driven AI AI,머신러닝 엔지니어,라온데이터,서울 중구 서울시 장충단로 209 5층,비즈니스 가장 효과 해결 기술 탐색 최신 기술 우리 팀 문제해결 도움 줄 검토 개발 모델 학습 평가 협업 모델 배포 평가 AI ML/DL follow up ML/DL Data Engineer SW,활용 구현 경험 최신 논문 이해 구현 분 분야 전반 머신 러닝 이론 전반 이해 분 AI,국제 학술지 학술 대회 저자 논문 게재 경험 분,,Pytorch|Python|Docker,팀 간의 수평 관계 입사 시 상당 기기 지원 회사 내 스터디 연구 적극 지원 분위기 저녁 식대 지원 사무 용품 비 지원 최대,온라인 면접 오프라인 면접
"FW 펌웨어개발자 (신입, 전문연구요원 가능)",럭스 누구 코딩 자신 로봇 하자 꿈 출발 더 럭스 보 목표 플랫폼 통해 세상 스마트 것 실현 위해 우리 사업 교육 사업 사업 통해 영역 혁신 기술 제공 일 미래 형상 여정 참여 AIoT AI IoT Micro OS IoT,"임베디드 개발자|C,C++ 개발자",럭스로보(LUXROBO),서울 강남구 서울시 서초구 강남대로 311 한화생명빌딩 13층,스마트 홈 스위치 기기 통신 제어 개발 기반 펌웨어 개발 IoT LTE GPS Ethernet IoT Device,개발 경험 사용 개발 경험 기반 제품 개발 경험 펌웨어 기능 검증 개발 문제 해결 위해 적극 기술 방법 시도 분 Connectivity Wi Fi Bluetooth LTE GPS ESP32 STM32 RTOS IoT,개발 경험 통신 프로토콜 개발 경험 개발 경험 사용 협업 코드 관리 ESP32 ARM Cortex MCU Firmware HTTP MQTT Go node. Back end,,회로|회로 설계|PCB 디자인|PCB 레이아웃 설계|Fusion360,중 출근시간 선택 경조 장기 근속 복지 제도 운영 근로자 휴가 지원 사업 운영 성과 인 센티 브 제공 커피 무제한 제공 저녁 식사 제공 휴식 공간 스튜디오 도서관 근무 제공 생일 휴가 부여 창립 기념일 휴무 가정 날 매월 마주 수요일 단축 근무,전형 절차 온라인 코딩 테스트 수습 전형 주 내부 교육 주 미션 수행 처우 협의
[글로벌 사업] 시스템 엔지니어,파도 타고 항해 마케터 피플 앤드 테크 차별 기술 업계 최고 업력 자랑 사물인터넷 데이터 통합 솔루션 기업 국내 사물인터넷 초창 창업 단순 위치 기반 서비스 발전 공간 그 안 존재 사람과 사물 데이터 수집 분석 사용자 일상 더 기술 제공 전통 사물인터넷 업체 달리 피플 앤드 테크놀로지 데이터 기술 제품 통합 플랫폼 사물인터넷 생산 혁신 더 합리 데이터 사업 방향 제공 고객 일 자동화 최소 고객 본연 업무 피플 앤드 테크 혁신 거듭 피플 앤드 테크놀로지 길찾기 서비스 출발 방향 가능성 제시 이제 인공 지능 빅데이터 개발 영역 포함 투자 기반 다음 번 도약 준비 피플 앤드 테크 다음 가지 부분 일 매력 팀 첫째 피플 앤드 테크 도입 산업 군 매우 속도 지고 도입 업계 전반 확산 속도 또한 매우 가파르 회사 전방 시장 기회 뿐 당사 지난 동안 인원 수가 배 증가 외형 성장 시장 수요 대응 위해 지속 사업 모델 둘째 고객 전통 산업 테크 기반 혁신 고객 현실 기반 당사 데이터 통해 방식 해결 경험 고객 사 운용 전통 산업 리소스 요구 노동 집약 시스템 대체 고객 경영 생산 지식 집약 과업 집중 함 생산 극대 것 세상 것 저희 구축 서비스 해외 사례 예 병원 입원 환자 심박 웨어러블 통해 관찰 진료 서비스 전세계 선례 서비스 해결 세상 것 팀 구성원 것 커리어 뿐 개인 성취 감 성장 측면 일 피플 앤드 테크 핵심 가치 공유 팀 플레이 조직 우리 사업 사이트 시스템 구축 여러 팀 유기체 저희 방식 해결 위 기술 이해 것 일 흥미 팀 협력 위 곧 인성 분 신뢰 소통 공통 목표 여정 가장 가치 것 믿음 더 Industry IoT IndoorPlus We solve problems,"시스템,네트워크 관리자|QA,테스트 엔지니어|기술지원",피플앤드테크놀러지,서울 강남구 삼성로95길 27 영창빌딩 5층,자사 빅데이터 시스템 운영 관리 개발 업무 시스템 엔지니어 업무 빅데이터 플랫폼 서버 스토리 인프라 구축 운영 표준화 프라 미스 서비스 시스템 장애 대응 문제 해결 프라 미스 인프라 환경 서비스 시스템 구축 운영 해외 지사 기술 지원 IoT Cloud Cloud IT,경력 신입 학력 전문 대졸 이상 성별 연령 무관 필수 조건 영어 회화 가능 빅데이터 플랫폼 백업 복구 장애 분석 대응 분 Kafak InfluxDB MongDB,사용 경험 우대 빅데이터 기본 지식 영어 회화 가능 AWS Docker Hadoop,,,무 걱정 일만 공부 뒷바라지 회사 업무 주제 도서 구매 지원 회사 오시 길 그대 출근 아침 바람 시계 달리 복장 분위기 하와 이안 셔츠 한복 저고리 당신 취향 존중 하니 직장인 은근 신경 쿨 안 척 신경 일 커피 음료 무한 제공 간식 팀 장님 요청 커피 머신 믹스 커피 차 음료 제공 날 일 때 조금 특별 휴가,
